"Date","Price","Open","High","Low","Vol.","Change %"
"06/06/2019","3.7886","3.8119","3.8140","3.7817","","-0.61%"
"06/05/2019","3.8119","3.8015","3.8140","3.7831","","0.30%"
"06/04/2019","3.8006","3.8066","3.8131","3.7960","","-0.15%"
"06/03/2019","3.8064","3.8335","3.8377","3.8005","","-0.72%"
"05/31/2019","3.8339","3.8557","3.8575","3.8300","","-0.53%"
"05/30/2019","3.8544","3.8572","3.8589","3.8477","","-0.05%"
"05/29/2019","3.8565","3.8507","3.8642","3.8459","","0.17%"
"05/28/2019","3.8500","3.8321","3.8514","3.8295","","0.50%"
"05/27/2019","3.8309","3.8290","3.8394","3.8265","","0.05%"
"05/24/2019","3.8291","3.8500","3.8530","3.8268","","-0.54%"
"05/23/2019","3.8498","3.8613","3.8780","3.8477","","-0.27%"
"05/22/2019","3.8603","3.8579","3.8676","3.8493","","0.09%"
"05/21/2019","3.8570","3.8507","3.8678","3.8463","","0.14%"
"05/20/2019","3.8516","3.8598","3.8612","3.8458","","-0.20%"
"05/17/2019","3.8592","3.8496","3.8620","3.8463","","0.27%"
"05/16/2019","3.8489","3.8394","3.8544","3.8239","","0.27%"
"05/15/2019","3.8386","3.8463","3.8568","3.8353","","-0.17%"
"05/14/2019","3.8452","3.8377","3.8472","3.8282","","0.20%"
"05/13/2019","3.8375","3.8240","3.8381","3.8194","","0.34%"
"05/10/2019","3.8244","3.8331","3.8340","3.8189","","-0.20%"
"05/09/2019","3.8320","3.8349","3.8475","3.8213","","-0.07%"
"05/08/2019","3.8347","3.8331","3.8400","3.8251","","0.06%"
"05/07/2019","3.8325","3.8261","3.8438","3.8173","","0.19%"
"05/06/2019","3.8254","3.8182","3.8403","3.8170","","0.21%"
"05/03/2019","3.8174","3.8354","3.8491","3.8165","","-0.45%"
"05/02/2019","3.8348","3.8259","3.8375","3.8149","","0.24%"
"05/01/2019","3.8256","3.8212","3.8291","3.8000","","0.12%"
"04/30/2019","3.8209","3.8389","3.8440","3.8148","","-0.40%"
"04/29/2019","3.8362","3.8554","3.8563","3.8365","","-0.46%"
"04/26/2019","3.8540","3.8551","3.8586","3.8396","","0.01%"
"04/25/2019","3.8538","3.8516","3.8651","3.8456","","0.10%"
"04/24/2019","3.8500","3.8156","3.8570","3.8154","","0.90%"
"04/23/2019","3.8155","3.8040","3.8331","3.8028","","0.31%"
"04/22/2019","3.8037","3.8080","3.8107","3.8015","","-0.09%"
"04/19/2019","3.8070","3.8096","3.8112","3.8010","","-0.03%"
"04/18/2019","3.8081","3.7810","3.8145","3.7773","","0.74%"
"04/17/2019","3.7801","3.7874","3.7912","3.7737","","-0.17%"
"04/16/2019","3.7865","3.7819","3.7900","3.7765","","0.13%"
"04/15/2019","3.7815","3.7863","3.7880","3.7750","","-0.11%"
"04/12/2019","3.7857","3.8059","3.8068","3.7755","","-0.50%"
"04/11/2019","3.8049","3.7966","3.8074","3.7908","","0.25%"
"04/10/2019","3.7956","3.8047","3.8134","3.7932","","-0.24%"
"04/09/2019","3.8049","3.8066","3.8103","3.7957","","-0.01%"
"04/08/2019","3.8051","3.8256","3.8276","3.8008","","-0.52%"
"04/05/2019","3.8251","3.8215","3.8293","3.8128","","0.12%"
"04/04/2019","3.8206","3.8187","3.8312","3.8124","","0.06%"
"04/03/2019","3.8184","3.8355","3.8384","3.8099","","-0.43%"
"04/02/2019","3.8347","3.8301","3.8449","3.8293","","0.16%"
"04/01/2019","3.8287","3.8330","3.8370","3.8225","","-0.21%"
"03/29/2019","3.8369","3.8277","3.8410","3.8193","","0.27%"
"03/28/2019","3.8265","3.8183","3.8324","3.8126","","0.22%"
"03/27/2019","3.8180","3.8089","3.8219","3.8042","","0.26%"
"03/26/2019","3.8080","3.7936","3.8112","3.7892","","0.39%"
"03/25/2019","3.7932","3.8040","3.8087","3.7866","","-0.28%"
"03/22/2019","3.8037","3.7682","3.8150","3.7571","","0.94%"
"03/21/2019","3.7682","3.7490","3.7815","3.7404","","0.52%"
"03/20/2019","3.7486","3.7769","3.7826","3.7394","","-0.72%"
"03/19/2019","3.7759","3.7847","3.7889","3.7734","","-0.21%"
"03/18/2019","3.7838","3.7968","3.7996","3.7818","","-0.32%"
"03/15/2019","3.7960","3.8063","3.8096","3.7918","","-0.25%"
"03/14/2019","3.8054","3.7956","3.8115","3.7916","","0.28%"
"03/13/2019","3.7949","3.8085","3.8149","3.7925","","-0.37%"
"03/12/2019","3.8090","3.8242","3.8273","3.8031","","-0.37%"
"03/11/2019","3.8230","3.8296","3.8348","3.8168","","-0.17%"
"03/08/2019","3.8297","3.8542","3.8578","3.8213","","-0.61%"
"03/07/2019","3.8532","3.8015","3.8605","3.7980","","1.37%"
"03/06/2019","3.8010","3.8036","3.8105","3.7949","","-0.09%"
"03/05/2019","3.8043","3.7910","3.8103","3.7897","","0.38%"
"03/04/2019","3.7899","3.7882","3.8031","3.7834","","0.07%"
"03/01/2019","3.7873","3.7852","3.7940","3.7731","","0.05%"
"02/28/2019","3.7854","3.7961","3.7977","3.7713","","-0.26%"
"02/27/2019","3.7954","3.7954","3.8064","3.7848","","0.02%"
"02/26/2019","3.7945","3.8196","3.8235","3.7916","","-0.63%"
"02/25/2019","3.8187","3.8256","3.8298","3.8131","","-0.19%"
"02/22/2019","3.8258","3.8242","3.8338","3.8154","","0.05%"
"02/21/2019","3.8238","3.8201","3.8331","3.8088","","0.12%"
"02/20/2019","3.8192","3.8186","3.8345","3.8091","","0.04%"
"02/19/2019","3.8177","3.8282","3.8472","3.8135","","-0.24%"
"02/18/2019","3.8270","3.8352","3.8370","3.8193","","-0.19%"
"02/15/2019","3.8343","3.8326","3.8577","3.8278","","0.06%"
"02/14/2019","3.8321","3.8528","3.8602","3.8328","","-0.51%"
"02/13/2019","3.8517","3.8226","3.8544","3.8147","","0.79%"
"02/12/2019","3.8215","3.8359","3.8454","3.8180","","-0.37%"
"02/11/2019","3.8357","3.8049","3.8403","3.8031","","0.74%"
"02/08/2019","3.8076","3.7978","3.8120","3.7936","","0.28%"
"02/07/2019","3.7969","3.7817","3.8012","3.7765","","0.40%"
"02/06/2019","3.7816","3.7587","3.7848","3.7566","","0.64%"
"02/05/2019","3.7577","3.7469","3.7616","3.7452","","0.32%"
"02/04/2019","3.7458","3.7425","3.7529","3.7356","","0.06%"
"02/01/2019","3.7435","3.7230","3.7473","3.7196","","0.57%"
"01/31/2019","3.7221","3.7331","3.7335","3.7074","","-0.27%"
"01/30/2019","3.7321","3.7565","3.7616","3.7236","","-0.64%"
"01/29/2019","3.7563","3.7576","3.7660","3.7490","","-0.01%"
"01/28/2019","3.7567","3.7586","3.7708","3.7496","","-0.03%"
"01/25/2019","3.7578","3.7912","3.7948","3.7536","","-0.90%"
"01/24/2019","3.7921","3.7677","3.8026","3.7658","","0.64%"
"01/23/2019","3.7679","3.7729","3.7795","3.7662","","-0.13%"
"01/22/2019","3.7729","3.7691","3.7809","3.7670","","0.10%"
"01/21/2019","3.7691","3.7761","3.7803","3.7654","","-0.14%"
"01/18/2019","3.7742","3.7633","3.7797","3.7599","","0.28%"
"01/17/2019","3.7635","3.7580","3.7710","3.7542","","0.14%"
"01/16/2019","3.7582","3.7616","3.7694","3.7517","","-0.06%"
"01/15/2019","3.7605","3.7418","3.7752","3.7342","","0.51%"
"01/14/2019","3.7414","3.7433","3.7536","3.7367","","-0.02%"
"01/11/2019","3.7422","3.7340","3.7496","3.7207","","0.19%"
"01/10/2019","3.7351","3.7269","3.7397","3.7176","","0.23%"
"01/09/2019","3.7264","3.7553","3.7580","3.7203","","-0.77%"
"01/08/2019","3.7555","3.7443","3.7681","3.7401","","0.28%"
"01/07/2019","3.7449","3.7671","3.7673","3.7414","","-0.57%"
